YEAR,WEEK,NUMBER,RESULT
2012,33,7,0
2017,31,3,0
2018,26,1,0
2009,20,2,0
2007,29,1,0
2012,30,3,0
2009,39,5,0
2010,27,3,0
2009,33,1,0
2015,32,14,0
2009,29,50,0
2014,38,3,0
2007,32,2,0
2007,30,4,0
2015,32,11,0
2014,39,5,0
2007,33,13,0
2009,28,4,0
2014,29,6,0
2011,36,1,0
2012,31,10,0
2014,33,10,0
2016,36,45,0
2014,40,2,0
2011,26,1,0
2015,25,4,0
2014,32,11,0
2017,32,5,1
2007,31,18,0
2013,35,4,0
2017,32,1,0
2013,24,6,0
2010,32,12,0
2013,34,6,0
2011,25,50,0
2013,30,50,0
2014,36,3,0
2012,29,50,0
2007,28,26,0
2010,33,1,0
2013,32,3,0
2017,38,2,0
2016,36,38,1
2015,33,5,1
2018,36,17,0
2015,31,1,0
2007,29,50,0
2008,33,3,0
2015,26,5,0
2014,32,15,0
2013,28,37,0
2007,31,1,0
2014,23,19,0
2009,22,1,0
2009,32,2,0
2009,24,1,0
2012,24,2,0
2007,30,1,0
2010,26,8,0
2018,33,2,0
2007,32,1,0
2007,31,31,1
2012,32,4,0
2018,33,36,1
2013,36,3,0
2008,34,42,0
2007,38,6,0
2016,33,3,0
2007,28,50,0
2010,36,6,0
2014,34,9,0
2011,29,3,0
2009,28,4,0
2017,31,5,0
2013,28,4,0
2018,34,1,0
2007,34,3,0
2011,26,1,0
2008,35,37,0
2017,33,1,0
2012,35,6,0
2007,32,3,0
2012,30,13,0
2018,31,5,1
2015,37,27,1
2007,29,1,0
2007,35,30,0
2012,39,7,0
2009,33,26,1
2012,31,1,0
2008,31,50,0
2014,28,25,0
2017,30,6,1
2015,29,6,0
2017,33,2,0
2011,33,2,0
2018,35,2,0
2009,25,4,0
2014,35,30,0
2014,34,16,0
2015,38,1,0
2009,38,1,0
2007,35,7,1
2015,37,3,0
2011,23,4,0
2012,30,48,1
2007,29,50,0
2015,31,22,1
2008,25,1,0
2016,38,45,0
2013,32,1,0
2012,34,1,0
2018,31,3,0
2007,34,2,0
2016,36,8,0
2007,29,6,0
2018,35,1,0
2010,30,7,0
2009,29,2,0
2014,34,44,0
2016,33,1,0
2013,25,16,0
2010,36,2,0
2008,35,11,0
2012,36,3,0
2014,36,2,0
2012,38,2,0
2010,27,1,0
2007,30,14,0
2015,27,2,0
2018,30,50,1
2011,25,1,0
2012,36,35,0
2007,37,1,0
2009,31,6,0
2007,35,2,0
2007,24,2,0
2018,30,3,0
2013,24,40,0
2018,35,1,0
2018,27,1,0
2014,35,1,0
2013,37,46,0
2014,38,1,0
2007,37,1,0
2009,28,37,0
2007,28,1,0
2008,32,5,0
2012,27,6,0
2007,29,50,0
2015,35,2,0
2015,28,2,0
2013,29,26,0
2007,32,40,0
2010,39,2,0
2014,34,5,0
2008,36,50,0
2007,32,1,0
2013,29,16,0
2014,33,50,0
2015,30,12,0
2010,30,7,0
2015,39,1,0
2012,29,50,1
2010,36,1,0
2014,27,1,0
2007,36,1,0
2013,28,11,0
2013,30,1,0
2014,23,22,0
2007,33,5,0
2015,25,1,0
2010,27,14,0
2007,31,50,0
2007,36,8,0
2007,30,9,0
2014,32,4,0
2010,39,1,0
2008,32,27,1
2008,31,11,0
2018,31,10,0
2013,23,2,0
2013,25,8,0
2009,27,10,0
2012,31,47,0
2013,33,4,0
2018,26,6,0
2010,29,8,0
2007,33,3,0
2012,39,2,0
2012,33,5,0
2016,32,29,0
2009,32,1,0
2010,34,3,0
2007,30,3,0
2017,38,2,0
2007,35,2,0
2007,30,4,0
2009,34,1,0
2008,25,2,0
2018,35,2,0
2014,36,3,0
2012,35,1,0
2011,36,10,0
2008,35,1,0
2012,35,1,0
2014,39,3,0
2008,38,1,0
2007,33,6,0
2007,21,1,0
2009,38,1,0
2008,26,1,0
2012,39,2,0
2007,28,2,0
2008,38,5,0
2013,24,3,0
2012,36,49,0
2011,30,2,0
2009,32,3,0
2007,38,1,0
2014,29,2,0
2013,31,13,0
2012,34,12,0
2009,22,1,0
2007,29,1,0
2013,33,33,1
2010,28,11,0
2011,29,1,0
2007,25,2,0
2013,34,32,0
2008,28,12,0
2012,28,6,1
2007,36,1,0
2008,36,1,0
2017,33,2,0
2012,31,3,0
2011,38,3,0
2016,31,4,0
2018,26,2,0
2014,36,22,1
2018,27,1,0
2013,27,2,0
2014,25,2,1
2007,29,50,0
2014,38,4,0
2007,33,5,1
2009,21,1,0
2013,33,1,0
2018,38,1,0
2007,36,22,0
2007,33,27,1
2007,28,2,0
2009,38,8,0
2015,26,7,0
2012,36,34,0
2014,40,5,0
2017,26,3,0
2009,36,2,0
2018,29,7,0
2016,39,7,1
2011,35,27,0
2011,38,1,0
2007,29,1,0
2010,30,3,0
2008,31,5,0
2011,37,1,0
2013,34,6,1
2012,31,3,0
2014,28,6,0
2018,34,19,0
2008,34,7,0
2014,34,50,0
2011,26,50,0
2014,27,2,0
2010,28,10,0
2007,34,13,0
2018,29,8,0
2018,23,3,0
2007,37,7,0
2007,34,50,0
2008,32,6,0
2013,37,1,0
2008,33,2,0
2015,22,2,0
2007,28,1,0
2016,36,35,0
2011,28,1,0
2016,29,3,0
2010,27,21,0
2008,28,3,0
2015,32,2,0
2012,33,9,0
2011,27,1,0
2012,32,2,0
2009,36,11,0
2016,31,23,1
2012,28,50,0
2014,31,45,0
2012,36,5,0
2014,35,33,1
2010,34,25,0
2011,30,13,0
2012,34,3,0
2012,27,4,0
2007,23,1,0
2012,32,6,0
2018,33,2,0
2009,26,13,0
2016,28,1,0
2014,32,43,0
2017,23,2,0
2013,39,7,0
2014,31,3,0
2012,30,19,0
2007,34,6,0
2009,20,1,0
2012,38,4,0
2018,29,19,1
2017,39,5,0
2014,36,12,0
2018,30,29,1
2007,30,12,0
2014,31,11,0
2008,23,1,0
2010,27,50,0
2008,34,33,0
2010,27,9,0
2008,28,1,0
2014,25,17,0
2012,39,2,0
2012,29,3,0
2011,25,33,0
2007,26,1,0
2007,30,2,0
2012,27,32,0
2007,39,6,0
2009,27,5,0
2011,32,2,0
2011,26,2,0
2012,23,12,0
2010,28,10,0
2014,23,24,0
2018,24,24,0
2018,29,4,0
2011,33,1,0
2009,36,2,0
2007,35,13,1
2007,35,2,0
2011,27,46,0
2015,25,3,0
2013,25,5,0
2009,32,1,0
2012,29,50,0
2007,39,16,0
2011,29,5,0
2013,33,1,0
2007,32,50,0
2016,34,9,0
2014,36,8,0
2007,36,2,0
2017,37,4,0
2012,35,5,0
2007,29,50,0
2013,34,7,0
2009,23,3,0
2017,34,2,0
2018,38,1,0
2018,26,11,0
2009,22,3,0
2014,36,1,0
2011,30,1,0
2015,35,1,0
2009,23,50,0
2013,24,19,0
2011,38,1,0
2015,31,7,0
2017,32,3,0
2014,33,18,1
2008,32,2,0
2008,39,2,0
2014,28,28,0
2014,32,26,0
2007,29,2,0
2007,27,1,0
2007,32,16,0
2012,37,6,0
2014,34,7,0
2013,34,19,0
2008,30,3,0
2010,37,2,0
2008,25,1,0
2009,35,3,0
2013,26,2,0
2009,24,2,0
2007,30,1,0
2013,31,1,0
2008,24,1,0
2018,30,3,0
2009,36,6,0
2008,31,50,0
2011,33,5,0
2013,32,2,0
2018,35,7,0
2010,33,4,0
2013,29,14,0
2008,23,2,0
2010,32,1,0
2008,32,18,0
2013,33,10,0
2007,36,16,1
2013,23,1,0
2013,33,7,0
2016,31,23,0
2013,27,28,0
2018,36,9,0
2012,34,2,0
2010,36,11,0
2015,29,19,0
2013,24,1,0
2014,29,3,0
2013,36,33,1
2007,35,17,0
2011,30,1,0
2015,30,8,0
2007,32,50,0
2014,26,10,0
2008,34,4,0
2007,30,10,0
2013,35,50,1
2012,33,1,0
2012,38,1,0
2009,39,3,0
2016,30,41,1
2007,31,5,0
2016,35,4,0
2012,30,50,1
2007,33,50,1
2013,32,38,0
2007,33,7,0
2012,31,5,0
2009,25,2,0
2013,23,11,0
2011,33,1,0
2008,25,2,0
2014,33,1,0
2016,32,10,1
2007,32,1,0
2007,22,1,0
2012,27,5,0
2009,29,8,0
2013,31,7,0
2013,38,2,0
2016,26,20,0
2007,23,3,0
2011,30,4,0
2007,23,1,0
2009,26,2,0
2011,27,2,0
2013,26,22,0
2010,23,1,0
2017,25,1,0
2007,27,11,0
2010,27,6,0
2009,27,4,0
2012,24,1,0
2011,28,9,0
2016,34,25,0
2014,26,8,0
2008,28,2,0
2009,21,2,0
2014,26,10,0
2007,28,1,0
2018,31,1,0
2007,30,2,0
2007,32,16,0
2016,27,14,0
2017,29,16,0
2016,39,26,0
2012,37,5,0
2014,28,2,0
2014,38,17,0
2009,31,48,0
2013,31,3,0
2014,31,46,0
2008,36,2,0
2009,29,1,0
2007,34,2,0
2016,36,10,0
2007,28,21,0
2007,29,1,0
2009,27,2,0
2012,29,16,1
2010,28,4,0
2013,34,40,0
2010,37,1,0
2011,34,3,0
2015,34,2,0
2016,29,1,0
2007,32,15,0
2008,34,2,0
2013,37,7,0
2012,27,50,0
2011,27,1,0
2016,35,1,0
2013,32,17,0
2010,33,11,0
2018,39,1,0
2013,38,23,0
2007,27,1,0
2007,30,21,0
2007,35,50,0
2007,31,23,0
2013,30,8,0
2016,36,5,0
2009,39,1,0
2012,39,2,0
2018,23,2,0
2010,34,4,0
2010,27,35,0
2014,35,9,0
2017,31,12,1
2007,29,50,0
2008,38,3,0
2007,31,12,0
2015,31,8,0
2007,29,5,0
2007,34,20,0
2012,31,8,0
2014,37,2,0
2014,25,50,0
2007,33,11,0
2008,32,2,0
2008,29,7,0
2009,39,1,0
2016,38,35,0
2011,28,3,0
2018,37,1,0
2016,28,3,0
2015,35,46,0
2007,35,2,0
2008,29,13,0
2016,28,1,0
2008,36,22,0
2018,32,5,0
2010,34,1,0
2018,24,16,0
2013,32,27,1
2007,37,50,0
2017,30,1,0
2013,34,1,0
2016,30,50,1
2012,30,6,1
2008,32,50,0
2008,34,1,0
2013,31,9,0
2018,32,3,0
2018,29,41,0
2017,25,1,0
2012,30,8,0
2010,25,5,0
2015,34,3,0
2010,36,11,0
2015,26,1,0
2017,33,1,0
2015,32,2,0
2017,33,5,0
2008,30,1,0
2012,32,1,0
2007,30,1,0
2011,28,3,0
2007,35,7,0
2018,38,13,0
2010,29,2,0
2012,28,5,0
2013,33,20,0
2012,29,2,0
2011,31,1,0
2015,30,26,0
2013,31,11,0
2012,30,50,1
2016,31,7,0
2009,34,1,0
2010,37,9,0
2011,28,3,0
2007,35,1,0
2015,26,1,0
2012,30,31,1
2007,35,50,0
2007,36,1,0
2009,28,1,0
2007,29,7,0
2018,29,1,0
2016,36,9,0
2014,38,1,1
2013,30,1,0
2009,22,1,0
2008,26,8,0
2013,37,50,1
2013,32,24,0
2015,28,2,0
2015,34,27,0
2012,29,16,1
2016,30,50,1
2007,24,1,0
2011,25,8,0
2017,29,7,0
2013,28,36,1
2014,27,2,0
2014,30,5,0
2007,26,1,0
2017,34,5,1
2014,28,7,0
2015,32,32,0
2007,34,8,0
2017,37,2,0
2016,35,11,0
2007,29,50,0
2008,33,7,0
2018,35,12,0
2011,36,1,0
2014,39,3,0
2013,37,3,0
2007,36,5,0
2012,35,3,0
2010,35,46,1
2018,28,8,0
2011,30,27,0
2013,28,50,0
2014,39,5,0
2012,30,50,0
2007,29,4,0
2010,34,1,0
2007,32,14,1
2016,28,1,0
2012,30,11,0
2014,32,37,0
2009,29,12,1
2014,26,31,0
2018,23,4,0
2015,30,3,0
2007,31,37,1
2015,26,1,0
2008,37,26,0
2009,29,2,0
2012,27,39,0
2012,27,3,0
2018,25,9,0
2007,34,40,0
2007,32,15,0
2010,28,22,0
2010,32,5,0
2016,26,1,0
2007,22,2,0
2017,27,5,0
2013,28,18,0
2008,36,5,0
2015,25,1,0
2007,31,1,0
2009,39,6,0
2011,39,1,0
2007,28,2,0
2017,28,3,0
2007,25,3,0
2014,39,1,0
2012,32,25,0
2014,26,11,0
2014,24,50,0
2008,24,2,0
2009,27,6,0
2013,30,20,0
2007,26,1,0
2015,30,4,0
2007,28,3,0
2011,29,6,0
2008,31,2,0
2016,35,39,1
2012,39,1,0
2009,39,1,0
2011,28,2,0
2014,39,4,0
2014,36,38,0
2007,33,10,1
2008,37,50,0
2011,33,3,0
2012,38,4,0
2009,33,2,0
2012,25,5,0
2014,31,9,0
2011,38,6,0
2017,35,1,0
2012,34,7,0
2009,23,16,0
2007,33,50,0
2018,37,34,0
2010,35,32,0
2007,31,50,0
2015,24,8,0
2012,31,50,1
2011,24,6,0
2011,28,50,0
2010,32,5,0
2007,35,50,0
2007,37,1,0
2011,32,2,0
2013,36,27,0
2015,22,1,0
2008,35,1,0
2008,33,1,0
2013,39,2,0
2013,39,8,0
2007,34,50,0
2014,40,1,0
2011,32,14,0
2018,38,1,0
2007,29,6,0
2007,38,8,0
2017,24,2,0
2008,30,3,0
2018,28,50,1
2010,28,29,0
2009,22,1,0
2007,31,5,0
2007,27,1,0
2013,35,4,0
2016,35,17,0
2009,22,1,0
2009,33,1,0
2016,32,9,1
2015,38,6,0
2014,24,47,0
2017,25,1,0
2017,36,1,0
2007,25,1,0
2007,29,4,0
2007,31,16,0
2011,30,2,0
2016,25,50,0
2007,33,13,0
2013,26,2,0
2011,27,1,0
2014,37,2,0
2015,24,2,0
2016,29,27,0
2010,32,13,0
2008,30,1,0
2016,26,46,0
2013,23,1,0
2011,37,3,0
2014,28,5,0
2007,38,5,0
2014,27,18,0
2016,39,8,0
2007,27,2,0
2008,34,7,0
2018,23,2,0
2018,28,35,0
2013,34,6,0
2014,38,6,0
2009,30,1,0
2013,26,37,0
2010,37,1,0
2014,38,2,0
2010,36,21,0
2015,23,5,0
2008,29,29,0
2009,25,21,0
2009,31,1,0
2017,30,1,0
2015,26,4,0
2013,28,37,0
2007,22,2,0
2013,37,8,0
2018,28,24,0
2009,28,6,0
2011,34,4,0
2017,23,7,0
2014,23,18,0
2012,38,1,0
2015,27,2,0
2011,31,2,0
2018,33,1,0
2013,29,50,0
2015,32,1,0
2014,32,1,0
2013,31,3,0
2007,32,49,0
2013,33,13,0
2009,29,2,0
2015,26,1,0
2016,35,12,0
2014,26,20,0
2010,24,2,0
2007,32,1,0
2011,31,1,0
2016,31,50,1
2007,36,2,0
2010,33,3,0
2010,28,5,0
2013,31,2,0
2007,29,3,0
2016,34,4,0
2009,29,47,0
2007,35,50,0
2007,30,50,0
2013,29,29,0
2007,34,3,0
2016,29,1,0
2008,35,1,0
2007,32,50,1
2016,33,1,0
2012,30,2,0
2009,29,50,0
2012,37,1,0
2017,37,3,0
2009,24,1,0
2011,24,2,0
2009,20,1,0
2008,34,1,0
2015,29,2,0
2014,33,35,0
2007,28,40,0
2007,28,1,0
2010,36,4,0
2010,38,1,0
2013,30,23,0
2007,28,3,0
2009,30,18,0
2009,36,9,0
2010,26,1,0
2009,33,1,0
2009,33,2,0
2007,29,1,0
2008,25,5,0
2012,29,1,0
2007,31,7,0
2009,28,3,0
2010,28,7,0
2016,25,13,0
2015,32,1,0
2009,25,1,0
2012,25,1,0
2017,38,1,0
2010,37,3,0
2007,34,1,0
2015,32,17,1
2016,31,13,1
2014,28,19,0
2018,37,1,0
2010,30,29,0
2013,34,3,0
2014,34,17,0
2010,37,1,0
2012,34,11,0
2009,26,3,0
2007,28,9,0
2010,29,1,0
2012,31,5,1
2015,31,1,0
2007,30,3,0
2007,34,4,0
2013,32,5,1
2016,34,2,0
2014,36,5,0
2018,25,3,0
2007,39,23,0
2007,38,23,0
2012,31,9,1
2007,31,50,0
2007,35,50,0
2015,25,1,0
2008,37,13,0
2011,32,5,0
2007,39,5,0
2012,30,47,1
2009,22,1,0
2010,36,1,0
2007,25,1,0
2017,34,46,1
2015,24,2,0
2013,35,4,0
2012,26,11,0
2012,39,2,0
2007,25,5,0
2007,26,3,0
2015,36,6,0
2012,24,1,0
2011,26,1,0
2011,31,2,0
2012,30,1,0
2016,24,50,0
2013,35,11,0
2012,34,3,0
2007,33,50,1
2008,34,3,0
2016,32,44,1
2009,20,2,0
2016,25,50,0
2009,29,7,0
2018,28,2,0
2014,33,16,1
2010,38,5,0
2014,26,26,0
2014,27,3,0
2012,27,1,0
2013,39,4,0
2018,36,1,0
2013,39,1,0
2009,37,2,0
2007,39,33,0
2014,31,34,0
2009,20,1,0
2017,36,3,0
2007,28,50,0
2012,28,50,0
2016,31,50,0
2009,21,2,0
2007,39,8,0
2007,37,1,0
2009,21,1,0
2008,34,1,0
2011,34,2,0
2017,36,32,0
2009,37,1,0
2008,37,9,0
2010,34,1,0
2010,31,1,0
2012,27,4,0
2008,32,2,0
2017,37,2,0
2017,34,35,1
2014,25,50,0
2013,34,37,1
2014,30,4,0
2010,36,2,0
2007,38,20,0
2007,37,1,0
2012,26,3,0
2007,28,5,0
2010,27,10,0
2014,32,50,0
2015,26,15,0
2010,30,4,0
2009,34,1,0
2016,31,50,0
2009,37,2,0
2010,30,17,1
2016,25,37,0
2007,33,14,0
2010,30,5,0
2012,24,2,0
2009,30,24,0
2009,32,1,0
2007,31,1,0
2015,25,2,0
2014,36,2,0
2010,37,6,0
2016,34,5,0
2007,30,1,0
2011,38,1,0
2013,25,3,0
2007,32,47,0
2017,27,2,0
2010,31,12,0
2014,39,1,0
2013,31,7,0
2013,29,15,0
2014,37,1,0
2012,31,5,0
2007,28,3,0
2010,35,1,0
2015,33,10,0
2009,30,6,0
2008,34,6,0
2015,23,10,0
2009,28,7,0
2011,30,1,0
2008,32,3,1
2012,24,4,0
2014,32,4,0
2009,22,1,0
2016,36,8,0
2009,23,7,0
2010,27,50,0
2012,32,5,0
2013,35,47,0
2010,32,3,0
2015,24,21,0
2007,38,11,0
2018,25,1,0
2016,35,4,0
2013,38,8,0
2010,36,2,0
2007,30,5,0
2014,40,1,0
2007,30,3,0
2007,35,3,0
2007,32,5,0
2012,28,6,0
2008,25,6,0
2012,34,2,0
2016,38,1,0
2008,32,4,0
2016,35,29,0
2015,29,2,0
2010,37,1,0
2007,35,50,0
2017,38,2,0
2007,35,13,0
2012,38,17,0
2007,34,10,0
2015,23,1,0
2018,35,10,0
2007,29,4,0
2014,39,2,0
2011,32,2,0
2011,34,4,0
2016,36,2,0
2010,29,5,0
2007,26,1,0
2014,23,3,0
2012,31,15,1
2011,34,1,0
2008,35,50,0
2013,35,2,0
2007,39,2,0
2011,31,26,0
2014,26,2,0
2015,29,4,0
2011,37,2,0
2013,30,5,0
2016,24,1,0
2013,23,1,0
2010,27,7,0
2014,37,1,0
2007,32,4,0
2010,28,2,0
2012,32,6,1
2010,27,1,0
2007,33,2,0
2015,24,1,0
2012,31,50,0
2014,33,3,0
2013,36,2,0
2012,33,1,0
2008,35,1,0
2010,34,11,0
2014,36,8,0
2014,31,9,0
2014,31,12,0
2016,39,18,0
2018,34,1,0
2013,35,6,0
2013,35,17,1
2007,28,2,0
2012,33,1,0
2016,24,2,0
2015,37,3,0
2011,35,2,0
2011,29,2,0
2010,37,1,0
2015,34,7,0
2010,34,1,0
2007,35,3,1
2013,38,6,1
2016,26,16,0
2015,33,4,1
2016,35,8,0
2010,30,1,0
2013,27,10,0
2012,34,1,0
2012,23,2,0
2016,30,1,0
2014,32,41,1
2007,21,2,0
2010,26,5,0
2007,28,2,0
2015,23,16,0
2016,33,6,0
2007,25,16,0
2012,23,1,0
2013,36,10,0
2015,23,2,0
2018,31,9,0
2009,36,3,0
2013,31,1,0
2010,39,1,0
2010,29,1,0
2011,32,1,0
2011,27,16,0
2017,33,1,0
2016,38,1,0
2007,23,1,0
2012,28,11,1
2008,33,6,0
2017,26,1,0
2013,28,37,0
2008,39,5,0
2014,40,12,0
2013,30,50,0
2013,34,1,0
2007,29,1,0
2016,23,1,0
2009,27,1,0
2016,32,2,0
2007,29,1,0
2009,24,2,0
2008,39,2,0
2014,27,5,0
2013,37,42,1
2012,31,50,1
2010,36,1,0
2017,36,1,0
2007,31,50,0
2014,39,5,1
2007,37,49,0
2017,30,19,1
2018,38,50,1
2016,24,5,0
2007,33,5,0
2012,30,14,1
2015,31,16,0
2017,29,1,0
2012,38,1,0
2014,27,2,0
2013,31,7,0
2008,35,1,0
2016,28,28,0
2010,35,2,0
2007,34,3,0
2010,29,14,0
2012,32,1,0
2013,24,8,0
2010,28,10,1
2016,26,1,0
2010,28,9,0
2010,34,9,0
2013,31,11,0
2007,29,50,0
2008,36,31,0
2008,32,36,0
2018,32,44,1
2007,30,42,0
2015,30,24,0
2014,28,47,0
2013,36,1,0
2011,33,7,0
2012,27,15,0
2014,25,3,0
2012,31,1,0
2010,34,11,0
2007,39,26,0
2010,37,1,0
2016,36,8,0
2007,37,2,0
2010,34,3,0
2011,37,1,0
2007,35,50,0
2012,26,1,0
2017,31,1,0
2014,34,14,0
2014,27,50,0
2009,21,11,0
2012,33,5,0
2008,25,1,0
2014,29,15,0
2016,34,9,0
2010,34,5,0
2018,39,3,0
2013,24,12,0
2008,33,33,1
2008,29,1,0
2017,25,1,0
2015,28,7,0
2007,39,3,0
2012,27,1,0
2018,30,1,0
2010,28,3,0
2014,24,31,0
2017,33,31,0
2010,30,7,0
2011,36,39,0
2013,28,49,0
2016,35,50,0
2018,35,1,0
2016,37,8,0
2017,30,5,1
2011,38,7,0
2008,31,32,0
2007,24,1,0
2016,28,2,0
2014,24,4,0
2007,32,50,0
2013,36,14,0
2017,27,2,0
2017,26,1,0
2009,26,10,0
2013,39,5,0
2009,31,5,0
2007,24,1,0
2016,30,49,0
2017,31,7,0
2011,30,50,1
2007,37,2,0
2016,33,48,1
2013,33,9,1
2013,23,1,0
2018,33,7,0
2007,33,5,0
2009,35,3,0
2012,27,50,0
2007,32,17,0
2011,33,6,0
2014,38,3,0
2013,39,13,0
2007,36,1,0
2015,27,2,0
2014,34,1,0
2009,37,2,0
2007,23,1,0
2013,25,17,0
2009,32,9,0
2008,25,3,0
2010,36,1,0
2014,23,8,0
2018,31,1,0
2011,37,2,0
2010,33,3,0
2015,32,5,0
2010,32,1,0
2008,33,50,0
2011,29,9,0
2014,33,12,0
2016,29,9,0
2013,29,50,0
2013,29,12,0
2007,34,10,0
2010,36,2,0
2012,37,2,0
2007,39,26,0
2013,25,1,0
2007,29,1,0
2010,24,16,0
2008,36,29,0
2010,30,2,0
2013,31,5,0
2012,35,3,0
2007,38,3,0
2018,23,1,0
2011,27,47,0
2016,39,2,0
2013,27,2,0
2012,37,5,0
2007,33,21,0
2007,39,23,0
2007,30,1,0
2007,32,2,0
2011,36,1,0
2012,28,31,1
2007,29,1,0
2018,39,4,0
2013,33,3,0
2013,25,4,0
2015,37,10,0
2007,34,50,0
2010,35,13,0
2007,38,2,0
2012,36,47,0
2011,26,1,0
2010,34,4,0
2010,27,2,0
2014,32,25,0
2012,25,3,0
2012,31,1,0
2011,33,1,0
2014,36,38,0
2016,24,3,0
2012,39,1,0
2014,33,5,0
2010,28,6,0
2009,28,1,0
2008,32,12,0
2007,33,5,0
2009,29,8,0
2012,28,39,0
2014,31,14,0
2012,28,50,1
2011,28,2,0
2014,34,3,0
2012,27,2,0
2018,36,1,0
2007,37,1,0
2013,37,5,0
2007,32,2,0
2009,36,1,0
2009,39,1,0
2014,35,50,0
2013,30,4,0
2008,24,1,0
2009,25,4,0
2017,39,1,0
2011,26,1,0
2014,35,4,1
2016,31,31,0
2017,35,50,0
2007,32,50,1
2018,23,1,0
2007,28,2,0
2016,25,1,0
2009,38,1,0
2014,40,2,0
2017,35,1,0
2008,26,1,0
2007,39,3,0
2007,36,1,0
2009,21,13,0
2014,32,34,0
2007,27,5,0
2017,28,9,0
2012,26,4,0
2007,28,1,0
2015,27,38,0
2017,30,7,0
2013,27,37,0
2008,31,4,0
2008,30,1,0
2014,25,50,0
2010,34,2,0
2007,26,4,0
2007,39,3,0
2018,38,14,0
2018,23,6,0
2007,31,37,1
2015,33,3,0
2010,37,1,0
2017,32,1,0
2017,37,1,0
2011,30,50,0
2007,28,1,0
2008,39,5,0
2016,35,1,0
2011,39,1,0
2012,38,4,0
2017,37,1,0
2007,28,2,0
2012,29,50,1
2015,29,8,0
2008,31,36,0
2007,34,26,1
2009,37,3,0
2011,38,2,0
2012,30,50,1
2007,36,2,0
2012,35,23,0
2008,33,1,0
2008,34,50,0
2013,27,37,0
2007,32,50,0
2016,37,30,0
2007,24,4,0
2015,32,3,0
2015,39,5,0
2007,35,3,0
2014,38,6,0
2007,28,2,0
2008,36,9,0
2007,28,2,0
2012,29,34,1
2008,33,4,0
2012,29,50,0
2015,30,1,0
2010,28,22,0
2010,36,2,0
2007,36,1,0
2008,30,1,0
2012,33,2,0
2010,32,4,0
2014,39,12,0
2016,35,48,0
2012,30,50,1
2012,29,18,0
2015,34,2,0
2010,24,2,0
2014,31,46,0
2009,22,1,0
2015,35,40,0
2010,38,1,0
2010,31,3,0
2015,23,26,0
2007,33,13,1
2018,29,2,0
2008,36,50,1
2013,27,36,0
2007,28,1,0
2013,30,5,0
2012,28,10,0
2013,33,18,0
2017,36,1,0
2013,25,27,0
2018,33,15,1
2007,33,50,0
2013,36,5,0
2007,30,3,0
2010,37,2,0
2012,29,50,1
2013,33,4,0
2010,34,1,0
2013,37,15,1
2014,27,47,0
2013,33,33,0
2017,34,1,0
2008,33,8,0
2017,27,2,0
2016,36,5,0
2017,32,1,0
2012,33,31,0
2009,36,6,0
2013,31,13,0
2011,24,1,0
2016,38,5,0
2014,32,42,0
2015,29,1,0
2014,25,16,0
2007,33,3,0
2010,33,6,0
2015,26,2,0
2013,29,6,0
2010,23,1,0
2013,33,24,0
2012,31,50,1
2017,31,6,0
2015,28,2,0
2012,25,6,0
2012,30,50,1
2010,28,2,0
2010,36,2,0
2016,36,8,0
2011,29,4,0
2013,29,9,0
2017,31,50,0
2016,33,42,1
2016,26,2,0
2008,28,1,0
2014,33,50,1
2015,24,23,0
2008,24,3,0
2007,38,5,0
2018,28,50,0
2007,30,33,0
2018,31,1,0
2015,30,50,0
2011,28,4,0
2018,26,28,0
2015,27,18,0
2014,35,4,0
2007,32,1,0
2007,37,1,0
2013,27,6,0
2016,30,50,0
2014,29,3,0
2011,28,37,0
2011,36,5,0
2015,26,4,0
2016,38,1,0
2010,24,5,0
2016,32,3,0
2010,29,3,0
2008,26,1,0
2007,34,5,1
2008,30,1,0
2012,33,50,0
2010,25,1,0
2012,25,1,0
2009,29,2,0
2014,24,1,0
2017,33,6,0
2010,29,2,0
2013,28,19,1
2007,30,10,1
2010,33,1,0
2014,24,2,0
2009,21,1,0
2013,38,2,0
2009,34,1,0
2012,37,2,0
2009,31,5,0
2011,38,6,0
2014,39,4,0
2013,27,6,0
2012,31,3,0
2016,29,12,0
2011,33,1,0
2010,28,4,0
2007,32,50,0
2007,34,8,0
2015,27,9,0
2008,33,28,0
2012,39,4,0
2008,36,50,1
2012,34,7,0
2008,24,4,0
2012,28,50,0
2016,25,15,0
2008,34,1,0
2008,35,41,0
2012,31,4,0
2015,37,1,0
2009,21,3,0
2012,29,6,0
2016,34,6,0
2017,33,22,0
2017,26,1,0
2010,25,1,0
2007,30,50,0
2016,31,40,1
2008,29,50,0
2015,27,1,0
2009,34,2,0
2012,33,7,1
2009,28,17,0
2014,26,17,0
2009,38,1,0
2012,33,9,0
2012,31,2,0
2017,39,1,0
2014,32,50,0
2010,34,4,0
2013,39,17,0
2008,28,7,0
2017,31,2,1
2013,26,5,0
2013,34,11,0
2008,35,28,0
2009,36,1,0
2007,39,29,0
2008,26,1,0
2011,30,2,0
2012,27,4,0
2014,30,4,0
2007,33,2,0
2014,40,1,0
2016,37,5,0
2010,38,1,0
2010,33,12,0
2014,38,1,0
2016,36,41,0
2017,31,19,0
2007,28,4,0
2013,33,1,0
2013,37,4,0
2016,31,10,0
2018,23,1,0
2015,28,3,0
2009,31,1,0
